פריט,תאור פריט,מספר ספק,שם מספר ספק,מ.63 הובלות באזר,שם מ.63 הובלות באזר
209731,סדין חימום יחיד 402ג.ליין,600060017,"יוסף חיים בע""מ",4,ללא
209732,סדין חימום זוגי 403ג.ליין,600060017,"יוסף חיים בע""מ",4,ללא
210028,מאוורר רוטורי ג.ל 014/015,600060017,"יוסף חיים בע""מ",,
210124,שואב חבית ג.ליין ATL 2300,600060017,"יוסף חיים בע""מ",3,שתי רשתות
210125,מאוורר שולחני+קליפס ג.ל 1606T ,600060017,"יוסף חיים בע""מ",3,שתי רשתות
210972,מאוורר הוריקן ג.ל 92 עץ- קלאסיק,600060017,"יוסף חיים בע""מ",3,שתי רשתות
211007,מאוורר ג.ליין ATL92 שחור,600060017,"יוסף חיים בע""מ",3,שתי רשתות
212216,קונווקטור ג.ליין CH2000,600060017,"יוסף חיים בע""מ",4,ללא
212217,מחמם הוריקן ג.ליין כסוףALT947,600060017,"יוסף חיים בע""מ",4,ללא
212218,מחמם הוריקן ג.ליין ATL947 לבן,600060017,"יוסף חיים בע""מ",4,ללא
212219,מחמם הוריקן ג.ליין שחורATL947,600060017,"יוסף חיים בע""מ",4,ללא
212220,מחמם הוריקן ג.ליין אדוםATL947,600060017,"יוסף חיים בע""מ",4,ללא
212435,מפזר חום שטוח ג.ליין ATL357,600060017,"יוסף חיים בע""מ",,
212436,תנור חימום ג.ליין 'נירוATL177,600060017,"יוסף חיים בע""מ",4,ללא
212560,מפזר חום קרמי ATL908 ג.ל כסוף,600060017,"יוסף חיים בע""מ",4,ללא
213317,שואב אבק ג.ליין ATL2350,600060017,"יוסף חיים בע""מ",,
213492,מאוורר הוריקן ג.ל 92ET כסף- אקסלוסיב,600060017,"יוסף חיים בע""מ",3,שתי רשתות
213493,מאוורר הוריקן ג.ל 92ET אדום- אקסלוסיב,600060017,"יוסף חיים בע""מ",3,שתי רשתות
213494,מאוורר הוריקן ג.ל 92ET לבן- אקסלוסיב,600060017,"יוסף חיים בע""מ",3,שתי רשתות
213735,מגהץ גולד ליין 792T,600060017,"יוסף חיים בע""מ",,
214438,תאורת חרום לד ג.ליין ATL195,600060017,"יוסף חיים בע""מ",4,ללא
214512,שואב אבק ציקלון ATL3060ג.ליין,600060017,"יוסף חיים בע""מ",3,שתי רשתות
214513,שואב אבק ציקלון ATL3090ג.ליין,600060017,"יוסף חיים בע""מ",,
214907,תנור אמבטיה ג.ליין ATL-232,600060017,"יוסף חיים בע""מ",4,ללא
214908,תנור קוורץ ג.ליין ATL-2975,600060017,"יוסף חיים בע""מ",4,ללא
214909,תנור עגול+טיימר ג.ליין ATL375,600060017,"יוסף חיים בע""מ",,
214910,כרית חימום ג.ליין ATL-001,600060017,"יוסף חיים בע""מ",,
214911,קמין דקורטיבי ג.ליין ATL-2902 שחור/ לבן,600060017,"יוסף חיים בע""מ",4,ללא
216090,קיטורית גולד ליין 935,600060017,"יוסף חיים בע""מ",1,מחסני חשמל בלבד
216383,"מאוורר גולד ליין ""16 12ב 909",600060017,"יוסף חיים בע""מ",3,שתי רשתות
216521,"מאוורר עמוד LCD TOUCH 915 ""16",600060017,"יוסף חיים בע""מ",3,שתי רשתות
217752,שואב אבק גולד ליין ATL300-258,600060017,"יוסף חיים בע""מ",3,שתי רשתות
217755,מגהץ קיטור גולד ליין ATL111,600060017,"יוסף חיים בע""מ",,
217962,תנור קוורץ גולד ליין ATL2620,600060017,"יוסף חיים בע""מ",4,ללא
217963,תנור קוורץ גולד ליין ATL2750,600060017,"יוסף חיים בע""מ",4,ללא
217964,תנור קוורץ גולד ליין ATL2890,600060017,"יוסף חיים בע""מ",4,ללא
217965,תנור קוורץ גולד ליין ATL2760,600060017,"יוסף חיים בע""מ",4,ללא
217966,תנור עגול גולד ליין ATL376,600060017,"יוסף חיים בע""מ",,
217967,מפזר חום קרמי ג.ליין ATL703,600060017,"יוסף חיים בע""מ",1,מחסני חשמל בלבד
217968,מתלה כביסה חשמלי ג.ל ATL6990,600060017,"יוסף חיים בע""מ",4,ללא
222633,קטלן יתושים גולד ליין ATL738,600060017,"יוסף חיים בע""מ",3,שתי רשתות
222634,קטלן יתושים גולד ליין ATL731,600060017,"יוסף חיים בע""מ",3,שתי רשתות
222635,קטלן יתושים גולד ליין ATL732,600060017,"יוסף חיים בע""מ",3,שתי רשתות
222724,מאוורר עמוד V6 ג.ל ATL-1937,600060017,"יוסף חיים בע""מ",3,שתי רשתות
224081,מ.חום ATL-131לאמבט ג.ליין,600060017,"יוסף חיים בע""מ",4,ללא
224082,מתקן חשמלי ATL-6997Wלייבוש,600060017,"יוסף חיים בע""מ",4,ללא
224083,מתקן חשמלי ATL-6997Sלייבוש,600060017,"יוסף חיים בע""מ",1,מחסני חשמל בלבד
224095,תנור חימום ATL1001 קוורץ ג.ליי,600060017,"יוסף חיים בע""מ",4,ללא
224096,תנור חימום מעוצב ג.לייATL2202,600060017,"יוסף חיים בע""מ",4,ללא
224098,תנור חימום קוורץ+טורבוATL1850,600060017,"יוסף חיים בע""מ",4,ללא
224099,תנור חימום ATL14 הלוגן+צידוד,600060017,"יוסף חיים בע""מ",4,ללא
224100,תנור חימום מפואר ATL31000,600060017,"יוסף חיים בע""מ",4,ללא
224101,מקרן חום קרמי ATL1402 תליה,600060017,"יוסף חיים בע""מ",4,ללא
224102,מקרן חום קרמי ATL1401 ג.ליין,600060017,"יוסף חיים בע""מ",4,ללא
224103,מקרן חום קרמי ATL1400 ג.ליין,600060017,"יוסף חיים בע""מ",4,ללא
224104,תנור חימום נפט ATL95 ג.ליין,600060017,"יוסף חיים בע""מ",,
224105,תנור בישול חירום נפט ATL98 ,600060017,"יוסף חיים בע""מ",4,ללא
224106,מחמם הוריקן ATL93S XL ג.ליין,600060017,"יוסף חיים בע""מ",4,ללא
224107,מחמם הוריקן ATL93R XL ג.ליין,600060017,"יוסף חיים בע""מ",4,ללא
224108,מחמם הוריקן ATL93W XL ג.ליין,600060017,"יוסף חיים בע""מ",4,ללא
224109,מחמם הוריקן ATL93B XL ג.ליין,600060017,"יוסף חיים בע""מ",4,ללא
224110,רדיאטור ATL2012T ג.ליין '12צל,600060017,"יוסף חיים בע""מ",4,ללא
224146,מתקן חשמלי ATL-6995Wלייבוש,600060017,"יוסף חיים בע""מ",4,ללא
224147,מתקן חשמלי ATL-6995Sלייבוש,600060017,"יוסף חיים בע""מ",4,ללא
224148,תנור חימום ATL2604לתליה ג.ליי,600060017,"יוסף חיים בע""מ",4,ללא
224149,תאורת חרום ATL-193 ג.ליין,600060017,"יוסף חיים בע""מ",4,ללא
226929,מאוורר שולחני / עומד 6 כנפיים שקופות ג.ל ATL-924,600060017,"יוסף חיים בע""מ",3,שתי רשתות
226930,מאוורר עמוד תלת שימושי XL TAIWAN ג.ל ATL-046,600060017,"יוסף חיים בע""מ",3,שתי רשתות
226931,מאוורר תעשייתי  טורנדו מיני ג.ל  ATL-15,600060017,"יוסף חיים בע""מ",3,שתי רשתות
226932,מאוורר תעשייתי מצודד SUPER TANKER ג.ל ATL-1920,600060017,"יוסף חיים בע""מ",3,שתי רשתות
226933,מצנן אוויר נייד TURBO COOL AIR ג.ל ATL-490,600060017,"יוסף חיים בע""מ",3,שתי רשתות
226934,מאוורר מגדל מיני ג.ל ATL-089,600060017,"יוסף חיים בע""מ",3,שתי רשתות
226935,מאוורר מגדל גולד ליין ATL-90,600060017,"יוסף חיים בע""מ",3,שתי רשתות
229638,תנור חימום גז מילנו MG60 שחור/ לבן,600060017,"יוסף חיים בע""מ",3,שתי רשתות
229639,תנור חימום נפט 21ב VOLCANO ATL-9000,600060017,"יוסף חיים בע""מ",3,שתי רשתות
229640,תנור חימום גז גולד ליין MG55,600060017,"יוסף חיים בע""מ",3,שתי רשתות
229641,רדיאטור גולד ליין ללא שמן 1500W דגם ARL-2070,600060017,"יוסף חיים בע""מ",4,ללא
229642,רדיאטור ג.ל SLIM  FIT ATL-2812,600060017,"יוסף חיים בע""מ",4,ללא
231155,שואב אבק ציקלון ATL-3080 ג.ליין,600060017,"יוסף חיים בע""מ",3,שתי רשתות
231813,מבריק הפלא טורבו קלינר ATL-879 ג.ליין ,600060017,"יוסף חיים בע""מ",3,שתי רשתות
232267,'מאוורר עמוד '16' ג.ל WIN AIR FIS-222',600060017,"יוסף חיים בע""מ",3,שתי רשתות
232268,מאוורר עמוד ג.ל V6 בסיס עגול SUPER FLAT ATL-1957,600060017,"יוסף חיים בע""מ",3,שתי רשתות
232269,'מאוורר תקרה '42' - ג.ל לבן ATL-9042W',600060017,"יוסף חיים בע""מ",3,שתי רשתות
232270,'מאוורר תקרה '42' - ג.ל כסוף ATL-9042S',600060017,"יוסף חיים בע""מ",3,שתי רשתות
232271,'מאוורר תקרה '44' - ג.ל לבן ATL-9044W',600060017,"יוסף חיים בע""מ",3,שתי רשתות
232272,'מאוורר תקרה '44' - ג.ל כסוף ATL-9044S',600060017,"יוסף חיים בע""מ",3,שתי רשתות
232273,'מאוורר תקרה '52' -ג.ל לבן ATL-9052W',600060017,"יוסף חיים בע""מ",3,שתי רשתות
232274,'מאוורר תקרה '52' -ג.ל כסוף ATL-9052S',600060017,"יוסף חיים בע""מ",3,שתי רשתות
200051,רדיאטור חשמלי יורוטקEUR-9,600060016,"אלקטרו סטייל בע""מ",,
200677,מטאטא נטען יורוטק 204,600060016,"אלקטרו סטייל בע""מ",,
201853,קיטורית יורוטק 3888,600060016,"אלקטרו סטייל בע""מ",,
204742,תנור אמבטיה יורוטק 1500,600060016,"אלקטרו סטייל בע""מ",,
209723,תאורת חירום יורוטק s6003,600060016,"אלקטרו סטייל בע""מ",,
204245,מגהץ אדים מורפי 40555,600060022,"שריג אלקטריק בע""מ",,
204250,מגהץ קיטור מורפי 42130,600060022,"שריג אלקטריק בע""מ",,
204251,מגהץ קיטור מורפי 42525,600060022,"שריג אלקטריק בע""מ",,
204257,מ.קיטור מורפי 42580 שחור,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
204263,שולחן גיהוץ למגהצי מורפי,600060022,"שריג אלקטריק בע""מ",,
204279,שואב אבק צקלון 71040מורפי,600060022,"שריג אלקטריק בע""מ",,
204281,ש.אבק ציקלון מורפי 71066,600060022,"שריג אלקטריק בע""מ",,
204282,שואב אבק מורפי 71080,600060022,"שריג אלקטריק בע""מ",,
204315,תנור הלוגן 3 נורות 63170,600060022,"שריג אלקטריק בע""מ",,
204880,ש.אבק מורפי 73371 קריסטל,600061079,"תדיראן גרופ בע""מ- עצירת",,
204881,ש.אבק מורפי 73371 שריג,600060022,"שריג אלקטריק בע""מ",,
209712,רדיאטור '7צל מורפי ECO15TLS,600060022,"שריג אלקטריק בע""מ",4,ללא
209719,רדיאטור '9צל מורפי ECO20TLS,600060022,"שריג אלקטריק בע""מ",4,ללא
209720,רדיאטור '11צ מורפי ECO25TLS,600060022,"שריג אלקטריק בע""מ",4,ללא
209721,רדיאטור מורפי CDE2ECC,600060022,"שריג אלקטריק בע""מ",4,ללא
209722,רדיאטור מורפי CDE3ECC,600060022,"שריג אלקטריק בע""מ",4,ללא
211608,מגהץ קיטור מורפי 42582,600060022,"שריג אלקטריק בע""מ",,
213023,מגהץ מורפי 42141 נירו'/לבן,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
217352,שולחן גיהוץ מורפי 42720,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
224135,רדיאטור '11צל מורפי SD11 דיגט,600060022,"שריג אלקטריק בע""מ",4,ללא
226797,מגהץ זכוכית מורפי 360001,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
227905,"מאוורר עמוד 16"" מורפי 65440",600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
229558,מגהץ קיטור מורפי 42584,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
230421,מגהץ אדים מורפי BREEZE 300260,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
230422,מגהץ אדים מורפי BREEZE 300261,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
232322,"מאוורר עמוד ""16+ שלט  מורפי 65450",600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
232323,"מאוורר עמוד ""16 מורפי 65445",600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
204882,מ.חום לאמבט פרוסמן PR2068,612060118,פרוסמן אלקטרוניקה,,
200578,שואב נטען אקאי CH-932,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",,
200620,מפזר חום קרמי AKAI H001FA,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",,
200633,תנור+רדיאטור A244 AKAI3801דגם,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",4,ללא
200651,תנור ג'מבו + טורבו 953 AKAI,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",3,שתי רשתות
200653,תנור + מפזר חום AKAI 958,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",,
201916,שואב חבית מים אקאי VC0010,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",,
201918,שואב אבק ZW0409A AKAI,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",,
